Individual_number;Individual.ID;Place;age;sex;Species;clade;population;ear.length;ear.width;head.length;head.width;interorbital.dist;intraorbital.dist;snout.length;lower.leg.length;hind.foot.length;third.toe.length;body.length;tail.length;body.mass;observer;male_repro;female_repro;pregnant_body.mass;comment;comment2;latitude;longitude;altitude;date;ear.marking;RADSeq.available
745;SSF32;Kianjavato;adult;F;jollyae;4;joll;#NV;#NV;#NV;#NV;#NV;#NV;11;#NV;#NV;#NV;79,41;130,49;71;NKG;NA;closed;NA;NA;NA;-21.353083000000002;47.829216000000002;NA;43332;NA;NA
746;SSF30;Kianjavato;adult;F;jollyae;4;joll;#NV;#NV;#NV;#NV;#NV;#NV;16,28;#NV;#NV;#NV;83,71;140,1;82;NKG;NA;closed;NA;NA;NA;-21.353083000000002;47.829216000000002;NA;43322;NA;NA
747;SSF35;Kianjavato;adult;F;jollyae;4;joll;#NV;#NV;#NV;#NV;#NV;#NV;9,47;#NV;#NV;#NV;87,04;128,36;71;NKG;NA;closed;NA;NA;NA;-21.353083000000002;47.829216000000002;NA;43413;NA;NA
748;B-MM-B24;Ambavala;adult;M;jonahi;9;jona;15,3;11,5;35,8;21,3;23,7;7,6;9;37,4;20,8;9,9;92,6;135;62;DS;enlarged;NA;NA;caught in clearing with secondary trees, dorsal stripe, yellowish to white belly and ventral neck,1-2g feces in trap;NA;-16.194925000000001;49.597845999999997;282;42991;B24;RADSEQ
749;B-MM-B13;Ambavala;adult;M;jonahi;9;jona;18;11,8;36,8;20;24,9;7;10,3;39,3;21,5;8,4;94;138;63;DS;enlarged;NA;NA;caught in CoBa, dorsal stripe, yellowish to white belly, fur around head looked bit gray, maybe old individual;NA;-16.202280999999999;49.588577999999998;320;42989;B13;RADSEQ
750;B-MF-BC1;Ambavala;adult;F;jonahi;9;jona;18;12,5;36,3;23,1;23,8;8,2;10,6;39,2;23;8,9;96,3;132;64;DS;NA;closed;NA;big and robust individuum, belly and ventral neck pale yellow to white, dorsal stripe nearly absent;NA;-16.199763999999998;49.595655000000001;318;42995;BC1;RADSEQ
751;B-MM-B34;Ambavala;adult;M;jonahi;9;jona;17,6;13,7;37,7;23;26;8,2;10;41,7;24,5;10,6;95,6;130;66;DS;enlarged;NA;NA;caught in CoBa, dorsal stripe (darker fur than the surrounding), whitish to slightly yellow fur at ventral neck, big testis, 1 g of feces in trap;NA;-16.205113000000001;49.589523;356;42984;B34;RADSEQ
752;A-MM-A12;Antanambe;adult;M;jonahi;9;jona;18,7;13,5;36,7;21,4;24,9;7,3;10,1;38,1;22,5;11,6;95,9;128;50;DS;enlarged;NA;NA;caught along A-TL-05, yellowish belly, slightly orange to brown, uniformly colored back, small testis (dorso-ventral) compared to other catches of the area;NA;-16.452300999999999;49.796540999999998;226;42960;A12;RADSEQ
753;A-MM-A13;Antanambe;adult;M;jonahi;9;jona;18,5;12,1;37,4;20,7;24;8,1;9,9;39,8;23;7,9;83,3;146;52;DS;enlarged;NA;NA;caught at way to study side at forest edge, yellowisch to orange ventral neck, no dorsal stripe, big testis (dorso-ventral);NA;-16.455200999999999;49.804036000000004;230;42971;A13;RADSEQ
754;A-MM-A24;Antanambe;adult;M;jonahi;9;jona;17;12,1;32,8;21,3;25,4;8,1;9,1;40,1;22,6;10,9;82,8;146;53;DS;enlarged;NA;NA;caught along A-TL-04, yellowish to orange ventral neck, belly yellowish white, no dorsal stripe, caught in Longosa forest;NA;-16.458787000000001;49.802889;263;42969;A24;RADSEQ
755;A-MM-A23;Antanambe;adult;M;jonahi;9;jona;18;13,5;35,9;21,6;23,2;7;11,4;38,4;22,9;10,4;94;137;54;DS;enlarged;NA;NA;caught along A-TL-04, pale yellow to white colored belly, distinctive dorsal stripe;NA;-16.460173999999999;49.802750000000003;272;42962;A23;RADSEQ
756;A-MF-AB1;Antanambe;adult;F;jonahi;9;jona;17;12,4;36,3;20,1;24,2;7,5;9,1;39,4;21,5;10,4;88,7;135;56;DS;NA;closed;NA;caught at way to study site at forest edge, close to A-HT-05, whitish fur at belly with slightly yellow ventral neck, no dorsal stripe, 3g feces in trap (insects and seeds);NA;-16.455397999999999;49.804309000000003;228;42973;AB1;RADSEQ
757;A-MM-A34;Antanambe;adult;M;jonahi;9;jona;17,6;14,7;34,5;22;24,7;8,1;11;44;23;8,7;100,1;133;63;DS;enlarged;NA;NA;caught at A-VP-01, yellowish to white ventral neck an belly, no dorsal stripe, bis testis (dorso-ventral), caught in exploited forest;NA;-16.438016999999999;49.815103000000001;42;42964;A34;RADSEQ
758;B-MF-BD1;Antsiradrano;adult;F;jonahi;9;jona;17;12,4;39,7;20;26,7;7,5;10,4;41,1;24;10,4;103;151;64;DS;NA;closed;NA;caught in CoBA near Antsiradrano, no dorsal stripe, whitish to slightly yellow neck, whitish belly fur,;NA;-16.183982;49.578397000000002;256;42982;BD1;RADSEQ
765;MBB 032;Mananara_Nord;adult;M;jonahi;9;jona;16,44;#NV;35,54;21,6;#NV;#NV;11,04;#NV;#NV;#NV;#NV;126;49;MBB;enlarged;NA;NA;"degraded forest (2) on the side of more ""close"" canopy";NA;-16.312512000000002;49.794106999999997;300;42240;0007827893;NA
767;MBB 025;Mananara_Nord;adult;M;jonahi;9;jona;16,9;#NV;35,5;22,62;#NV;#NV;11,66;#NV;#NV;#NV;#NV;121;53;MBB;enlarged;NA;NA;primary forest, high and fairly dense canopy, dominated by pakas and pandanus;well developed testes, LL:18.64, LW:9, no evidence of fattening, cuts/marks on ears, aggresion?;-16.307915000000001;49.791663999999997;377;42237;0007826954;RADSEQ
768;MBB 020;Mananara_Nord;adult;M;jonahi;9;jona;16,4;#NV;35,66;21,36;#NV;#NV;11,1;#NV;#NV;#NV;#NV;131;53,5;MBB;enlarged;NA;NA;"degraded forest, lots of wild ginger ""longoza"", on the side of the most open canopy";well developed testes, LL:15.56, LW:7.26, no evidence of fattening, 1 louse removed from genital area;-16.31054;49.795513999999997;300;42231;00076F7FD0;RADSEQ
769;MBB 021;Mananara_Nord;adult;M;jonahi;9;jona;16,52;#NV;35,4;21,38;#NV;#NV;10;#NV;#NV;#NV;#NV;131;54;MBB;enlarged;NA;NA;"degraded forest, lots of wild ginger ""longoza"", on the side of the more ""close""canopy near forest edge";well developed testes, LL:17.3, LW:10.8, no evidence of fattening, 2 lice removed from scalp, 1 mite from genital area;-16.311433000000001;49.795115000000003;312;42231;00075A276A;RADSEQ
770;MBB 019;Mananara_Nord;adult;M;jonahi;9;jona;17,4;#NV;36,7;21,62;#NV;#NV;#NV;#NV;#NV;#NV;#NV;131,9;55;MBB;enlarged;NA;NA;"degraded forest, lots of wild ginger ""longoza"", open canopy, close to forest edge";"well developed testes, LL:15.4, LW:9.24, no evidence of fattening, relatively large eyes, almost ""naked"" ears, pale reddish dorsal coat, creamy ventrally";-16.311340000000001;49.794637999999999;327;42229;000781979D;RADSEQ
771;MBB 026;Mananara_Nord;adult;M;jonahi;9;jona;16,96;#NV;36,7;21,32;#NV;#NV;12,4;#NV;#NV;#NV;#NV;115,6;57;MBB;enlarged;NA;NA;"degraded forest (2) on the more ""open"" side close to wild ginger opening, only a few trees scattered around";relatively well developed testes, LL:17.9, LW:7.74, still shows a bit of fattening in his tail, looks similar to Tsinjoarivo individuals, relatively hairy ears;-16.312529000000001;49.794013;299;42238;00075A25D0;NA
772;MBB 028;Mananara_Nord;adult;M;jonahi;9;jona;17,06;#NV;36,46;22,82;#NV;#NV;11,2;#NV;#NV;#NV;#NV;121,2;64;MBB;enlarged;NA;NA;"degraded forest (2) on the side of more ""close"" canopy";well developed testes, LL:15.8, LW:8.6, no evidence of fattening;-16.313462000000001;49.794260000000001;299;42239;00075BAD3B;RADSEQ
777;B-MM-B23;Ambavala;adult;M;lehilahytsara;1;lehi_N;18;11,6;33,8;18,9;19,6;#NV;10,4;36,5;#NV;8,2;#NV;#NV;37;DS;NA;NA;NA;caught together with B-MM-B12, juvenile with very dense and fluffy fur, dorsal stripe, whitish to yellow belly, more yellowisch ventral neck, sex maybe unclear;NA;-16.204273000000001;49.596496000000002;462;42987;B23;RADSEQ
778;B-MM-C12;Ambavala;adult;M;lehilahytsara;1;lehi_N;18,1;10,8;36,4;#NV;#NV;#NV;9,5;38;#NV;7,9;#NV;#NV;46;DS;regressed;NA;NA;trapped in small secondary patchwith the slope group, dorsal stripe, yellowish, more whitish belly and ventral neck, head bit reddish/orange, small juvenile, no testis, sex maybe unclear;NA;-16.197817000000001;49.599837999999998;237;42993;C12;RADSEQ
779;M01-06leng;Amparihimolengy;adult;M;lehilahytsara;1;lehi_mitt;16,5;12,1;34,3;#NV;#NV;#NV;9,3;38,7;21,9;8,7;68;116;50;GERP;enlarged;NA;NA;NA;NA;-15.407417000000001;49.135638999999998;NA;39064;NA;NA
780;Perinet93;Andasibe;adult;F;lehilahytsara;1;lehi_S;#NV;11,1;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;100;35;TH;NA;closed;NA;red;NA;-20.075489000000001;44.631041000000003;NA;34234;NA;NA
781;Perinet8;Andasibe;adult;F;lehilahytsara;1;lehi_S;#NV;11,1;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;85;118;39;TH;NA;swollen;NA;red;NA;-20.075489000000001;44.631041000000003;NA;34625;NA;NA
782;Perinet3;Andasibe;adult;M;lehilahytsara;1;lehi_S;#NV;9,8;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;72;115;45;TH;enlarged;NA;NA;red;NA;-20.075489000000001;44.631041000000003;NA;34623;NA;NA
792;M05-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;18,2;11,8;34,4;20;19,8;6,5;7,2;34,9;20;8;65;134;38;GERP;enlarged;NA;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39330;NA;NA
793;W10-07hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;18,6;11;33,8;20;20,5;7;8,7;34,6;21;8;65;127;38;GERP;NA;closed;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39331;NA;RADSEQ
794;W08-07hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;18,7;11,9;34,5;19,9;20,9;5,6;7,8;34,2;21;8;70;120;39;GERP;NA;closed;NA;NA;NA;-15.409139;49.493943999999999;NA;39330;NA;RADSEQ
795;M09-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;17,5;11,6;35,3;19;20,9;6,1;7,7;35,8;19,2;7,5;67;128;40;GERP;enlarged;NA;NA;NA;NA;-15.411194;49.496443999999997;NA;39331;NA;NA
796;M03-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;18,7;10,8;33,3;19,3;20,9;6;6,4;34,1;19,3;7,6;68;115;41;GERP;enlarged;NA;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39330;NA;NA
797;M15-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;15;12,1;34,7;19;#NV;7,1;8,2;33,7;18,1;8,6;70;100;42;GERP;enlarged;NA;NA;NA;NA;-15.411028;49.494528000000003;NA;39331;NA;NA
798;W17-07hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;17,1;11,3;33,7;20;19,6;5,8;6,6;33,4;18,2;8,6;73;118;42;GERP;NA;closed;NA;NA;NA;-15.410583000000001;49.494528000000003;NA;39331;NA;NA
799;M06-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;19,9;12,4;34,2;18,1;19;6,4;8,9;35,6;20,7;7,9;72;115;43;GERP;enlarged;NA;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39330;NA;NA
800;M14-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;16,5;11;35,7;19;20,2;7,1;9,1;37,1;20;8;65;125;46;GERP;enlarged;NA;NA;NA;NA;-15.409750000000001;49.494028;NA;39331;NA;NA
801;M07-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;17,8;12,8;34,5;19,7;20,4;7,9;6,9;35,3;20,6;7,1;70;125;48;GERP;enlarged;NA;NA;NA;NA;-15.409139;49.493943999999999;NA;39330;NA;NA
802;M12-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;18,8;11,8;34,6;19,8;20,4;7;8,3;35,2;20;7,9;75;125;48;GERP;enlarged;NA;NA;NA;NA;-15.409972;49.495443999999999;NA;39331;NA;NA
803;W04-07hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;18,9;11;34,8;20;20,2;6,6;7,6;36,4;20,8;8,4;70;135;49;GERP;NA;closed;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39330;NA;RADSEQ
804;M02-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;20;11,8;34,7;18,8;20,6;6,6;8;36,6;19,4;7,5;70;119;49;GERP;enlarged;NA;NA;NA;NA;-15.406222;49.498417000000003;NA;39329;NA;RADSEQ
805;M11-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;20;12;33,4;19;20,8;6,2;8;34,4;19,6;7,8;75;122;52;GERP;enlarged;NA;NA;NA;NA;-15.409306000000001;49.494083000000003;NA;39331;NA;NA
806;M13-07hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;19,8;13,8;35,3;21;21,6;6,5;8,3;37,9;20,1;7,7;80;135;58;GERP;enlarged;NA;NA;NA;NA;-15.410861000000001;49.495305999999999;NA;39331;NA;NA
807;M05-06hely;Anjiahely;adult;M;lehilahytsara;1;lehi_mitt;19,2;12,9;33;17,9;20,3;6,2;7,7;35,5;19,8;7,5;73;121;40;GERP;enlarged;NA;NA;NA;NA;-15.410861000000001;49.494777999999997;346;39030;NA;NA
808;W02-06hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;19,7;13,4;35,4;18,7;21,4;6,7;8,8;36,2;#NV;7,7;80;119;49;GERP;NA;closed;NA;NA;NA;-15.408279;49.497638999999999;366;39029;NA;NA
809;W06-06hely;Anjiahely;adult;F;lehilahytsara;1;lehi_mitt;19,1;12,2;34;19,2;20,7;5,4;7;35,2;20,4;6,9;75;125;51;GERP;NA;open;NA;NA;NA;-15.411;49.494472000000002;355;39030;NA;NA
824;00076E0CF1;Ankafobe;adult;F;lehilahytsara;1;lehi_S;17,9;#NV;34,3;19,98;#NV;#NV;10,98;#NV;#NV;#NV;#NV;119,4;47;MBB;NA;swollen;NA;slightly swollen vagina;NA;-18.10643;47.187010000000001;1470;42279;NA;NA
825;0007818AEB;Ankafobe;adult;M;lehilahytsara;1;lehi_S;18,7;#NV;33,4;18,96;#NV;#NV;11,32;#NV;#NV;#NV;#NV;112,1;47;MBB;enlarged;NA;NA;NA;NA;-18.10643;47.187010000000001;1470;42278;NA;NA
827;M07-06habe;Antsahabe;adult;M;lehilahytsara;1;lehi_mitt;17,7;12,7;32,5;18,8;#NV;6,4;6,3;33,8;20;7,6;72;107;40;GERP;enlarged;NA;NA;NA;NA;-15.347638999999999;49.406444;958;39033;NA;RADSEQ
828;W08-06habe;Antsahabe;adult;F;lehilahytsara;1;lehi_mitt;18,1;13,4;34,4;19,7;22,2;#NV;7,9;36,7;#NV;8,7;#NV;123;55;GERP;NA;open;NA;NA;NA;-15.358528;49.408999999999999;955;39038;NA;NA
829;15Msp001;Befotaka;adult;F;lehilahytsara;1;lehi_N;15,2;12,1;35,8;21,3;21,5;#NV;10,2;36,5;#NV;10,4;#NV;#NV;45;DS;NA;closed;NA;NA;NA;-17.0871789999999;48.975228999999999;NA;2022;NA;NA
830;15Msp004;Befotaka;adult;M;lehilahytsara;1;lehi_N;15,5;11,6;34,9;21,7;21,9;#NV;9,2;37,7;#NV;9,2;#NV;#NV;43;DS;NA;NA;NA;NA;NA;-17.0884029999999;48.975195999999997;NA;2022;NA;NA
831;15Msp005;Befotaka;adult;M;lehilahytsara;1;lehi_N;14;12,1;33,9;19,9;21;#NV;8,8;38,3;#NV;9;#NV;#NV;46;DS;NA;NA;NA;NA;NA;-17.0845079999999;48.975150999999997;NA;2022;NA;NA
832;15Msp101;Befotaka;adult;M;lehilahytsara;1;lehi_N;17,2;10,7;36,6;20,7;22,3;#NV;11;39,5;#NV;9,3;#NV;#NV;50;DS;NA;NA;NA;NA;NA;-17.090536999999902;48.983213999999997;NA;2022;NA;NA
834;B-MF-BC3;Madera;adult;F;lehilahytsara;1;lehi_N;17,7;13;35,4;19,9;21,7;#NV;9;38;#NV;8;#NV;#NV;47;DS;NA;closed;NA;dorsal stripe, yellowish to pale white belly and ventral neck, cuaght in secondary shrubs;NA;-16.211178;49.577964999999999;438;42997;BC3;RADSEQ
835;09Msp019;Madera;adult;M;lehilahytsara;1;lehi_N;15;11,5;37,7;22;21,2;#NV;10;39,6;#NV;9,3;#NV;#NV;51;DS;NA;NA;NA;NA;NA;-16.1922309999999;49.599100999999997;NA;2022;NA;NA
836;09Msp074;Madera;adult;M;lehilahytsara;1;lehi_N;17,5;11,3;35,1;20,2;20,3;#NV;8,7;36;#NV;9,2;#NV;#NV;41;DS;NA;NA;NA;NA;NA;-16.210515999999899;49.578003000000002;NA;2022;NA;NA
837;09Msp075;Madera;adult;M;lehilahytsara;1;lehi_N;15,9;12,1;33,8;20,2;19,9;#NV;10,1;34;#NV;9,5;#NV;#NV;39;DS;NA;no;NA;NA;NA;-16.2112459999999;49.577955000000003;NA;2022;NA;NA
864;M31-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;14,7;33;19,4;21,3;5;#NV;36,9;20,8;#NV;80;115;48;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36379;2B;NA
865;M39-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12;33,7;18;20,4;5,9;#NV;34,1;21;#NV;75;120;39;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36427;4D;NA
866;M37-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;11,3;#NV;18,6;20;5,7;#NV;36,4;20,5;#NV;70;115;42;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36410;4C;NA
867;M33-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12,3;31,5;19,1;20,2;6,2;#NV;35,4;20,8;#NV;75;115;42;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36410;3B;NA
868;M40-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12,8;33,7;18,6;21;4,9;#NV;35,6;19,7;#NV;70;110;43;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36427;1AC;NA
869;M34-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12,3;33,5;19,8;20;5,8;#NV;35,9;19,9;#NV;70;115;43;BR;enlarged;NA;NA;testes very large (21.8mm total width) in Oct/Nov;NA;-18.850000000000001;48.42;970;36410;4B;NA
870;F32-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;11,9;33,8;19,2;20,1;5;#NV;35,1;21,2;#NV;75;115;45;BR;NA;closed;NA;was swollen on 07.11.99, open on 9.11.99;NA;-18.850000000000001;48.42;970;36407;3D;NA
871;M41-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;13,5;33,8;#NV;20;5,7;#NV;36,6;21,3;#NV;75;116;45;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36429;2AB;NA
872;M36-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12;32,9;18;20,2;6,4;#NV;34,5;19;#NV;70;110;46;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36410;3C;NA
873;M38-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;13,8;33,3;18,2;20,4;5,7;#NV;36,4;20,7;#NV;70;120;46;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36410;2D;NA
874;M35-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;12,8;34,1;18,8;20,5;6,1;#NV;35,3;19,5;#NV;70;110;47;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36410;2C;NA
875;F42-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;11,4;34,9;17,5;20,4;5,6;#NV;35,8;21,1;#NV;70;120;39;BR;NA;closed;NA;was open on 07.11.99;NA;-18.850000000000001;48.42;970;36457;NA;NA
877;M44-99Man;Mantadia;adult;M;lehilahytsara;1;lehi_S;#NV;11,3;32,9;18,2;19,9;6;#NV;34,8;18,8;#NV;70;100;40;BR;enlarged;NA;NA;NA;NA;-18.850000000000001;48.42;970;36473;12C;NA
878;F45-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;11,6;34,1;19,1;20,3;5,8;#NV;37,2;22,6;#NV;70;115;46;BR;NA;open;NA;NA;NA;-18.850000000000001;48.42;970;36473;12D;NA
879;F48-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;12,7;33,8;18,9;19,9;4,7;#NV;37,2;20,2;#NV;70;115;#NV;BR;NA;pregnant;49;NA;NA;-18.850000000000001;48.42;970;36501;13B;NA
880;F47-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;12;33,2;17,5;20;5,8;#NV;35,9;20,3;#NV;70;115;#NV;BR;NA;pregnant;50;NA;NA;-18.850000000000001;48.42;970;36501;13A;NA
881;F49-99Man;Mantadia;adult;F;lehilahytsara;1;lehi_S;#NV;13;32,3;18,2;18,7;5,5;#NV;37,5;18,8;#NV;70;115;#NV;BR;NA;pregnant;55;NA;NA;-18.850000000000001;48.42;970;36501;123;NA
900;JMR-002;Riamalandy;adult;M;lehilahytsara;1;lehi_N;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;127;43;JMR;enlarged;NA;NA;NA;undisturbed humid forest;-16.285;48.814999999999998;NA;38319;NA;RADSEQ
901;JMR-001;Riamalandy;adult;F;lehilahytsara;1;lehi_N;15;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;120;46;JMR;NA;NA;NA;undisturbed humid forest;NA;-16.285;48.814999999999998;NA;38317;NA;RADSEQ
912;103-313-103;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;15,46;#NV;31,7;18,4;#NV;#NV;10,04;#NV;#NV;#NV;#NV;110,18;29,5;MBB;NA;NA;NA;NA;Vatateza;-19.720759999999999;47.856929999999998;1350;39399;NA;NA
913;NA;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;16,58;#NV;32,96;19,68;#NV;#NV;10,24;#NV;#NV;#NV;#NV;113,18;35;MBB;NA;NA;NA;NA;Vatateza;-19.720759999999999;47.856929999999998;1350;39397;NA;NA
914;103-310-598;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;16,2;#NV;33,14;17,98;#NV;#NV;9,56;#NV;#NV;#NV;#NV;116,92;36,5;MBB;NA;NA;NA;NA;Vatateza;-19.720759999999999;47.856929999999998;1350;39400;NA;NA
915;103-317-270;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;18,48;#NV;33,32;19,34;#NV;#NV;8,8;#NV;#NV;#NV;#NV;111,48;37,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39409;NA;NA
916;083-352-594;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;19,34;#NV;33,76;19,1;#NV;#NV;9,96;#NV;#NV;#NV;#NV;110,58;39,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39407;NA;NA
917;103-291-338;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;17,8;#NV;34,12;19,96;#NV;#NV;9,8;#NV;#NV;#NV;#NV;116,46;41;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39414;NA;NA
918;NA;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;15,4;#NV;34,62;18,66;#NV;#NV;10,76;#NV;#NV;#NV;#NV;114,54;41,5;MBB;NA;NA;NA;NA;Vatateza;-19.720759999999999;47.856929999999998;1350;39401;NA;NA
919;103-318-604;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;17,02;#NV;32,14;20,56;#NV;#NV;10,34;#NV;#NV;#NV;#NV;110,32;44;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39413;NA;NA
920;103-317-057;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;16,4;#NV;33,28;20,68;#NV;#NV;9,26;#NV;#NV;#NV;#NV;112,3;45;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39410;NA;NA
921;103-328-077;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;18,48;#NV;32,14;19,28;#NV;#NV;9,54;#NV;#NV;#NV;#NV;112,98;45;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39408;NA;NA
922;103-307-518;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;16,7;#NV;34,86;19,88;#NV;#NV;9,7;#NV;#NV;#NV;#NV;111,2;48;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39415;NA;NA
923;103-331-274;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;17,68;#NV;34,74;19,76;#NV;#NV;10,28;#NV;#NV;#NV;#NV;102,22;49,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39407;NA;NA
924;103-331-520;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;17,54;#NV;32,86;20,84;#NV;#NV;9,7;#NV;#NV;#NV;#NV;114,06;50;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39407;NA;NA
925;103-319-852;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;18,28;#NV;36,22;20,96;#NV;#NV;11,22;#NV;#NV;#NV;#NV;123,24;52,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39414;NA;NA
926;083-378-856;Tsinjoarivo;adult;M;lehilahytsara;1;lehi_S;19,42;#NV;34,02;20;#NV;#NV;10,44;#NV;#NV;#NV;#NV;119,92;52,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39407;NA;NA
927;083-530-375;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;17,7;#NV;33,52;20,18;#NV;#NV;10,02;#NV;#NV;#NV;#NV;113,48;53,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39407;NA;NA
928;103-294-798;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;19,02;#NV;34,58;20,1;#NV;#NV;10,44;#NV;#NV;#NV;#NV;115,96;54,5;MBB;NA;NA;NA;NA;Vatateza;-19.720759999999999;47.856929999999998;1350;39395;NA;NA
929;103-319-296;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;18,78;#NV;35,3;20,74;#NV;#NV;10,48;#NV;#NV;#NV;#NV;111,64;55;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39409;NA;NA
930;Vero;Tsinjoarivo;adult;F;lehilahytsara;1;lehi_S;17,02;#NV;33,44;20;#NV;#NV;10,7;#NV;#NV;#NV;#NV;111,84;39,5;MBB;NA;NA;NA;NA;Andasivodihazo;-19.679950000000002;47.770620000000001;1600;39443;NA;NA
